6.551180577740056687e-01,4.234916956061397508e-01,6.202017808772170016e-01,2.584335632288493056e-01,5.781717645683852602e-01,5.659156598301312568e-01,5.333637832843689530e-01,7.177813656966763878e-01,5.634509793349107287e-01,6.034673689863077062e-01,4.990841172267769243e-01,6.271595763335362506e-01,4.307049887604222915e-01,4.165344771083133169e-01,6.313368580793637941e-01,6.155750588718286176e-01
4.665239246602221335e-01,5.862462263871403012e-01,5.124703895297244571e-01,3.087043004146284852e-01,6.738826090203234864e-01,8.120792629038066368e-02,4.738306796558483525e-02,2.379046620875036044e-01,6.070487428560622511e-01,6.376019981237093237e-01,4.967723807487209875e-01,5.670242879645560619e-01,4.276940765034212832e-01,4.056742131791207795e-01,5.401604646683944022e-01,6.160406635323749658e-01
4.850138566179201249e-01,4.024698463032261864e-01,6.338134384179312519e-01,2.318642618195479455e-01,3.994574243985993256e-01,2.584937718747776225e-01,4.984626506557782166e-01,2.901505160120320670e-01,7.013481972809227916e-01,7.468163697548546587e-01,6.515907770250186637e-01,7.895436040584508097e-01,6.369414798159214186e-01,6.422892676008151724e-01,9.899999999999999911e-01,8.888336777830279090e-01
9.143240976317504876e-01,8.252750749307007361e-01,8.651399715501001397e-01,8.355607798527877605e-01,9.664194178093765686e-01,8.011008568579678357e-01,6.264728582952481251e-01,7.997984507677151633e-01,2.338922588984856943e-02,1.287221177194005153e-02,1.858447052848732212e-02,3.791247469091294647e-02,2.985061620597816850e-02,2.286018412870818861e-02,2.302599838015263051e-02,2.141764601038118748e-02
5.371206607247912546e-01,2.604279855020800727e-01,2.818513259244288527e-01,3.555469861175983848e-01,4.401951277401339735e-01,8.120792629038066368e-02,5.333637832843689530e-01,4.833767678562579939e-01,3.933181117482217881e-01,4.028218236537053354e-01,3.920475030222692614e-01,5.507313524831581875e-01,4.173153889070002065e-01,4.185409899427126046e-01,5.245513362554389269e-01,4.665461214833395709e-01
4.276924915487556600e-01,2.604279855020800727e-01,4.391904300478988721e-01,1.754785028415655757e-01,4.595011458145814576e-01,4.202980378733016109e-01,1.475041356717884389e-01,4.453338863115570700e-01,4.802099151594648729e-01,3.971790115926073783e-01,3.974116677006238052e-01,6.657848870971873056e-01,5.408116867681967976e-01,6.716699484914185891e-01,9.252250947088400679e-01,7.612123907266570288e-01
3.642798788057663995e-01,3.583210340224132762e-01,5.768448298268094021e-01,3.555469861175983848e-01,3.555423291042118517e-01,3.994385536004436688e-01,2.342154114236357498e-01,1.505395494500049725e-01,6.524761423991569664e-01,6.921325714512985838e-01,7.050190850822382060e-01,7.852162352936691292e-01,5.780182247061342871e-01,5.115426799284572557e-01,5.408632191018214463e-01,7.080519676921049887e-01
3.415898951410396012e-01,4.438568127865917257e-01,6.061805118652957569e-01,2.584335632288493056e-01,4.401951277401339735e-01,1.455029207622774157e-01,4.218753439160782825e-01,1.000000000000000021e-02,3.750415588840067538e-01,5.215294720328923495e-01,6.377167443323946694e-01,7.398212515128207434e-01,5.932518062672327286e-01,4.523606815498499856e-01,5.370123153608999944e-01,4.999551483474714009e-01
8.142593802753058663e-01,8.421883739099055299e-01,8.778542799293743704e-01,9.255505101194999584e-01,8.604520378960315297e-01,7.618756707983644905e-01,9.451528963022631791e-01,6.424279725250223727e-01,2.124532539503103459e-02,2.048699299345859565e-02,2.407178974808018082e-02,4.426828931701123210e-02,3.740199462379459328e-02,3.723442836929755084e-02,3.665759329861305316e-02,1.320698618175960778e-02
5.534488431000207376e-01,3.807584015184908854e-01,5.456641788617846434e-01,3.993441948251405527e-01,2.277748797568068528e-01,4.975032178329985566e-01,5.972336179129925648e-01,4.453338863115570700e-01,6.064065843923883703e-01,4.759534151632116017e-01,4.542994234353712191e-01,6.383580092318379418e-01,4.556819131889783270e-01,5.651845865944040703e-01,7.752751896488458971e-01,7.792343736390602293e-01
7.968804323620038987e-01,9.508674335102949016e-01,9.585522358300050394e-01,8.355607798527877605e-01,9.029399118679724001e-01,9.305327191156492761e-01,9.899999999999999911e-01,9.573078886541896981e-01,1.450559202346614340e-02,1.693296575023179457e-02,2.171240958580603411e-02,2.766395712347302638e-02,2.049104670571771925e-02,1.712277201174759039e-02,2.544351211157330761e-02,1.171336612088795526e-02
8.459625695526353795e-01,6.168891018636000201e-01,8.778542799293743704e-01,6.933801183064468576e-01,6.613867292530540842e-01,8.011008568579678357e-01,6.264728582952481251e-01,6.559109333853606616e-01,1.570255754129814066e-02,1.521533610339947766e-02,1.951595983945753759e-02,2.324049142779071458e-02,2.566114780420249153e-02,2.587506657224293571e-02,1.893720126292097392e-02,1.000000000000000021e-02
4.665239246602221335e-01,2.058012643527693808e-01,6.844421043609839606e-01,5.816569696933746592e-01,5.930956581594998278e-01,8.120792629038066368e-02,1.776855167731258844e-01,5.361765179788725577e-01,6.694766213082005146e-01,7.897243081137659271e-01,8.043681979569805574e-01,8.908977698988889138e-01,5.043425581663920632e-01,4.881222179187639787e-01,6.953452136886160151e-01,7.200436463383321772e-01
8.532817944761678097e-01,9.586574582983420356e-01,9.111969300732447596e-01,9.642991224957460084e-01,9.182112253067036267e-01,9.513303771025084510e-01,9.489621343662481001e-01,7.401282231731088901e-01,2.850535078422914564e-02,1.974432862694025168e-02,1.760631773473821798e-02,2.812865079849154876e-02,2.171909429977673250e-02,2.210839322704295784e-02,2.436810365095547215e-02,1.925957338096897717e-02
6.551180577740056687e-01,2.058012643527693808e-01,5.614949492724365943e-01,3.087043004146284852e-01,4.401951277401339735e-01,1.455029207622774157e-01,4.419342612170879536e-01,5.015201656307357592e-01,5.882560995324280784e-01,5.123799726852920067e-01,5.314632668453727060e-01,6.460793102030447654e-01,4.936304563463714268e-01,5.772645538968674828e-01,7.041107079622832554e-01,7.182435831208187071e-01
5.692918670698493555e-01,6.458075837064241043e-01,9.454245797065866652e-01,5.970770114767569581e-01,7.899028077400409575e-01,7.176691809105062436e-01,5.972336179129925648e-01,6.690098284250269867e-01,2.102309623670077857e-02,2.163919941370187616e-02,1.664689559193531856e-02,2.507007001025872775e-02,2.468392573529596193e-02,1.624607169392958822e-02,2.248406274491959039e-02,1.517693878401939894e-02
2.935425353408287474e-01,3.351173743003994510e-01,3.072198836985657322e-01,2.584335632288493056e-01,3.555423291042118517e-01,1.455029207622774157e-01,4.218753439160782825e-01,1.505395494500049725e-01,3.661470361859271438e-01,4.062100798327688000e-01,4.393422774612225079e-01,5.345223194542415568e-01,3.598296765564671373e-01,3.576965897829481045e-01,5.304644658680206515e-01,5.018972174032669820e-01
6.680195474336627637e-01,4.827337407416835702e-01,4.770615036260187902e-01,3.325281216199572620e-01,3.079156497509565327e-01,3.994385536004436688e-01,3.346929978046903065e-01,3.613488736250125011e-01,4.162096170667478057e-01,3.910538831150456862e-01,4.119684507986912103e-01,5.545666833477732593e-01,4.242198625099555809e-01,3.872979194024290250e-01,5.356682951973048556e-01,5.716517944011980656e-01
6.551180577740056687e-01,7.231775015537649232e-01,8.217535352980849250e-01,5.152541332824477349e-01,6.613867292530540842e-01,8.514909812511282095e-01,5.662391203317360677e-01,8.339762681014871726e-01,2.805938418100813875e-02,2.319422943327233838e-02,2.281438323896249620e-02,3.210097374612452120e-02,2.728786671594994606e-02,2.389044837144252767e-02,3.320122893795962593e-02,2.669401219047468077e-02
8.802698796840375817e-01,9.656814868024894416e-01,9.160901466070887622e-01,9.899999999999999911e-01,8.918087825741858321e-01,9.583001545946373545e-01,9.369679057199155059e-01,7.810790989000097051e-01,3.823834797923743312e-02,2.974826807898959397e-02,4.160834672591118277e-02,5.873548544978827307e-02,3.119265822079357597e-02,3.853915738462329599e-02,4.806615304636321917e-02,3.574704517502237666e-02
5.029261547012726652e-01,2.058012643527693808e-01,5.293306452194398437e-01,1.454700891652644656e-01,2.277748797568068528e-01,1.000000000000000021e-02,4.738306796558483525e-02,3.147690698005723986e-01,3.370914025061637065e-01,3.439116949910573928e-01,3.717442242621057380e-01,5.095984536421394040e-01,4.333454804705683672e-01,4.657970772242577828e-01,5.598947711818896833e-01,4.710854065074077113e-01
9.557230885072837134e-01,8.072585888862635617e-01,8.651399715501001397e-01,9.348647158477042529e-01,9.831684864790475320e-01,9.899999999999999911e-01,9.690976274223140896e-01,9.235070714250324109e-01,2.159181641488557707e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.131017960284950996e-02,1.350231018666160285e-02,2.025266514849041050e-02,2.393686776654232323e-02,1.916770368196036439e-02
7.588377604965784728e-01,4.438568127865917257e-01,4.391904300478988721e-01,3.325281216199572620e-01,4.595011458145814576e-01,3.556307305032938570e-01,4.613665288288361643e-01,3.613488736250125011e-01,2.810582010015667542e-01,3.238025959617933380e-01,4.009177542681180983e-01,5.490353548247791649e-01,4.444054540566175771e-01,4.231581986363667780e-01,4.759333320017756219e-01,4.124065806398489742e-01
4.276924915487556600e-01,5.012978214569538959e-01,3.985478674318047587e-01,3.993441948251405527e-01,2.824877063762409879e-01,4.975032178329985566e-01,5.819632187020244984e-01,7.712905787277365421e-01,5.017721031403327148e-01,5.692026591100953770e-01,5.606524315115581913e-01,7.037975866587052876e-01,4.936719031889360565e-01,4.388739237293693973e-01,5.245882508989959669e-01,5.247278216528140637e-01
8.459625695526353795e-01,7.570791228956357255e-01,9.555061687945430871e-01,6.678222371264481705e-01,5.469181223950907444e-01,6.679816623894606620e-01,7.278925853953842617e-01,9.853913473967959025e-01,2.148443490239718839e-02,1.860851039348884045e-02,1.845980255356544086e-02,2.195567497620805331e-02,2.549805274884670361e-02,2.870166314055821316e-02,3.214724490862623518e-02,1.670650664354332918e-02
3.180330502885955757e-01,3.111022956859355038e-01,1.326258371565425254e-01,1.454700891652644656e-01,4.401951277401339735e-01,3.556307305032938570e-01,2.342154114236357498e-01,3.613488736250125011e-01,4.003743609852308261e-01,4.439866284212400371e-01,4.256381245250236423e-01,4.401859479508152262e-01,3.824926374010683139e-01,4.103263205112013812e-01,4.855102374150261912e-01,4.637739963882399064e-01
